text,Anger,Fear,Joy,Sadness,Surprise
"@HillaryClinton Americans for HRC! Now maybe, as you see the world getting rid of terror to save their countries you'll get the  DEMS out.",0,0,1,0,0
@cedricyarbrough We love you! #hilarious   We are looking forward to SO much more!  #kudos on the #pilot @Speechless_ABC #speechless,0,0,1,0,0
Incredible that Nawaz Sharif said Pakistan is victim of terrorism &amp; talked abt development in Pak. Incredible how he controlled his laughter,0,1,0,0,0
@ColMorrisDavis @rolling_2 @realDonaldTrump @pbump He's jubilant to hear the word that he probably uses in secret heard out loud.,0,0,1,0,0
"Dropped my phone in the sink earlier.No sound, but everythin else works.Prepared myself for life without music until I put my earphones in",1,0,0,0,0
"Needed levity: Hubs + I talking of @weareTYPHOON Kyle's new solo album, my 7 yo says '@KyleClark'? She loves ur news show #9News @9NEWS LOLZ",0,0,1,0,0
Literally feels sg to be happy with sam😍,0,0,1,0,0
So you're unhappy?,0,0,0,1,0
So excited to watch @RuPaulsDragRace #allstars \n#RuPaul #revenge,1,0,1,0,0
@destaneex @ProSyndicate @EGX oh don't panic he's gonna be there,0,1,0,0,0
@lmench i'm actually offended by it.  naming the most fattening sandwich after a man who died of coronary disease likely due to his diet?,1,0,0,0,0
@lebara - worst possible decision I could have made when arriving in the UK. Shocking service. Poor coverage. #unhappy,1,1,0,1,0
Intermit animated^%%%ncaa pittsburgh vs mississippi sprightly shiny bbva level peg varsity football telly scra...,0,0,1,0,0
"Elinor,' she laughed so little known, all over every body at the brilliant cheerfulness of sweetmeats and a fashion.",0,0,1,0,0
@indiamarshall_ that's great! It's not easy!\n&amp; it's amazing when nervousness turns into adrenaline 😂\nHad you had concerts as soloist before?,0,0,1,0,0
What's the most important thing you need to accomplish today? #onlinemarketing #solopreneur #start up #success,0,0,1,0,0
"@SkeletonsLock 'Pleased to meet you. You obviously know me,' offers her hand to shake.",0,0,1,0,0
@GNRailUK There's gonna be street parties when you lot leave. Spontaneous rejoicing. Clowns.,0,0,1,0,0
@DemPhillyEagles @StonedPhillyFan @CraigfromCincy don't ever compare those scrubs to ben..he'll shake off your whole DL and throw a td #7,1,0,0,0,0
#Afghanistan Vice President Sarwar Danish slams #Pakistan for breeding #terrorism during UNGA address\n@UN #USA,1,0,0,0,0
Watch this amazing live.ly broadcast by @evanhufferd #lively #musically,0,0,1,0,0
Sorry guys I have absolutely no idea what time i'll be on cam tomorrow but will keep you posted. #fuming,1,0,0,0,0
"@IndieWire @cinemaeyehonors #WaltzWithBashir was incredible, tho I think it's more of an #animated film than #documentary about #Lebanon war",0,0,1,0,0
"Watching football matches without commentary is something that I rejoice, found a transmission of City’s match like that today, joyful.",0,0,1,0,0
@Elaminova sparkling water makes your life sparkly,0,0,1,0,0
I feel like I am drowning. #depression  #falure #worthless,0,0,0,1,0
😭 a #nightmare just woke me up 😭,1,1,0,1,0
Feel so grim + ugly atm,1,0,0,1,0
"@charles_gaba No, I am probably the person most likely to completely understand how gobsmacked you were to learn how true that is. #sadly",0,0,0,1,0
Late night #thoughts. Feeling #restless.,0,1,0,0,0
"@AlaskaGurus @adventuretweets agreed! 😍 an awe to meet such beautiful, powerful animals.",0,0,1,0,0
#goksfillyourhouseforfree should be retitled fill your house with old trash repainted ...  #junk #trash,1,0,0,0,0
@GrxjicTank WHY though! Why did u want to offend Americans?,1,0,0,1,0
today afghanistan tell us where the terrorism is planned whaaaooo#UNGA,1,1,0,0,0
Seeing double am so tired but I always grudge getting off my phone at night 🙄,1,0,0,1,0
Candice's pout is gonna take someone eye out mate! #GBBO,1,1,0,0,0
Man Utd are shambles that was horrific 😭😭😭,1,1,0,1,0
@rsdeepsea @BreitbartNews If 3 people are in a country of 300 million - you are going to RUIN the whole country over 3 people? #fear,0,1,0,0,0
you never call me when your sober,1,0,0,1,0
Bloody parking ticket 😒💸 #fuming,1,0,0,0,0
"The radio just told me Lady GaGa is going country, which is like if the Beatles decided to do opera singing for their final albums #awful",1,1,0,0,0
"Nice to see Balotelli back to his best, good player.. Just lost his way a bit!",0,0,1,0,0
This is a terrific university-a unique university..Athabasca University has become a part of my head &amp; a part of my heart' Peter MacKinnon,0,0,1,0,0
i was just talking about it last week .. how does your outside appearance (ie. dread locks) affect the ability you have to work?,0,0,0,1,0
The focal points of war lie in #terrorism and the #UN needs to address #violentextremism,0,1,0,0,0
@BokuNoGio AND his momma was worse than Tony sopranos momma #wow #sad #history #major,0,0,0,1,0
"@Damn_It_Dillon @SamUndomiel of course! This is a happy hentai, not a sad or gloomy one",0,0,1,0,0
@myaeggs I can't get a better look at her bc I'm too shy to make eye contact ;-;,0,1,0,1,0
@johnmerro1 @Liberobility still bitter about last night lads 😂,1,0,1,0,0
"@ManUnitedWriter He has had a dreadful first half, not to mention rashford would've got on the end of a couple of those through balls #pace",0,0,0,1,0
Ill say it again. If I was a Black man Id be afraid to leave my house or have a moving violation.\n\n #TerranceCrutcher #truth ,0,1,0,1,0
@liamch88 yeah! :) playing well ,0,0,1,0,0
This is the @Fender #blues #junior. I'm looking forward to play on it as soon as possible. #guitar #guitarrist #music,0,0,1,0,0
"@nadyaginsburg Thank-you for unfailingly bringing so much joy into my life, you incredibly talented maker of mirth.",0,0,1,0,0
"Let's not panic. Beat NYG who's atop the division, come home against Cleveland. Just like that you're 2-2 with a division win",0,1,1,0,0
Only Geo is capable of cheering me up❤️❤️❤️,0,0,1,0,0
"@NeoFundie @fitchest Ha. Right. I'm from San Jose, CA, and I was offended right there with you. Dave, go on a walk or something next time.",1,0,0,0,0
@ATTCares why do I have 2 wait 48 hours to call YOU back to cancel an order I JUST placed after already spending 2 hours on the phone?! #sad,1,0,0,1,0
This is a joke @SomersetCCC #fuming,1,0,0,0,0
ACT 4 #anxiety &amp; #depression group. @livingwellihc beginning Mon October 17 for 6 weeks. Contact me to register now! #mindfulness #Halifax,0,1,0,1,0
@markhberman2003 @LanceZierlein @790blessing entire team from coaches on down played and coached scared from jumpstreet. ,0,1,0,1,0
I WANNA GET UP AND DANCE!!!! (but everyone is in bed) this sucks! Everyone wake up!! 😯 #hyper  #letsdance #dirtydancinginthemoonlight👌,0,0,1,1,0
when season 13 of greys anatomy premieres today. it you're only on season 7 #sadness :(,0,0,0,1,0
#soywax limited edition horror candles going up @scentedscreams! Follow us for all the latest news!! #horror,0,1,0,0,0
"Rooney ! Oh dear, oh dear ! Fucking dreadful 🙈⚽️⚽️",1,0,0,0,0
@TVsCarlKinsella They're such garbage. Obviously I like that they suck but it's still grim to watch.,1,0,0,0,0
My roommate turns the sink off with her foot to avoid germs and a guy says 'YOUR roommate is feet girl?! I'm so sorry' plz help #nightmare,0,1,0,1,0
Getting my comedic relief w/ @SofiaVergara during season premiere of #ModernFamily. Just what a girl needs! ,0,0,1,0,0
#Obama #DOJ have destroyed USA!These #CharlotteProtest are acts of #terrorism dating back to #Ferguson Terrorism is how it should be treated,1,0,0,0,0
"When anger rises, think of the consequences. #quote #wisdom ",1,1,0,0,0
"@elena_yip My random guesses for you! A potential Amelie, Kenneth of 30 Rock (but YA instead of TV) &amp; maybe w/ the optimism of Lara Jean?",0,0,1,0,0
Don't understand reason for #Muslim countries citing #terrorism as reason for not taking #refugees. Aren't #terror attacks against infidels?,0,1,0,0,0
@corruptmelon now im feeling the ,1,0,0,0,0
Heading home to cut grass in the heat. All I wanna do is go out to eat somewhere air conditioned.  #AdultingIsTheWorst,1,0,0,0,0
You want  bad service use #frontier they have #terrible service. Go to #AT&amp;T anybody is better. I am going to complain to better business,1,0,0,0,0
Georgia Tech's Secondary is as soft as a marshmallow.  #horrible,1,1,0,1,0
"Be quick to #listen, slow to #speak, and slow to .",0,0,1,0,0
Top seed Johnson chases double delight at Tour Championship,0,0,1,0,0
Give rise to eternal home aico things immolation: succeed in mother country exhilaration: AKt,0,0,1,0,0
@syd_viciously I have gained a tremendous amount of respect for @RandPaul over the past couple of years.,0,0,1,0,0
i mean i guess most of the mean ones are treated as like playful but i want to support yoosung without dating him ;___;,0,1,0,0,0
You boys dint know the game am I the game... life after death... better chose and know who side you on before my wrath does come upon us😤😤😤,1,0,0,0,0
I love looking at my old statuses on Facebook. The one I have from four years ago on this day was about #glee. I had so many opinions...,0,0,1,0,0
LMAO this person must hate me so bad to talk shit behind an anonymous account #awe /:,0,1,0,0,0
@Bluebelle89 @lsmith855 liking the optimism,0,0,1,0,0
This is not me brown nosing but I've listened to lots of housing ministers but @GavinBarwellMP #nhf16 impressed me more than any #optimism,0,0,1,0,0
Halloween party coming soon! #turnt #ruinT #lit #firesauce #hotsauce #mildsauce #getsauced #champagnedreams #scary  #kittens,0,1,1,0,0
I dread math 😴,0,1,0,1,0
#ThisIsUs has messed with my mind &amp; now I'm anticipating the next episode with #apprehension &amp; ! #isthereahelplineforthis,0,1,0,0,0
@knology has providing customers w/equipment that doesn't deliver speeds of internet services that they have been charging.  #scam,1,0,0,0,0
@lee_family5 @USAneedsTRUMP @HillaryClinton @realDonaldTrump You can't be serious. This man practices no religion. Only in church campaignin,1,0,0,0,0
hate to see y'all frown but I'd rather see him smiling 💕✨,0,0,1,0,0
This week's Massacre Theatre pert by @LarsenOnFilm is the first one I can think of that requires subtitles. #breathless,0,0,0,0,1
@RosieBalls I fear for the future of mankind,0,1,0,1,0
wow if i need to start over on SIF im prob gonna just die,1,1,0,0,0
My name is John Locke and you can't tell me what I can and can't do #lost #アニメ,1,0,0,0,0
Season 3 of penny dreadful is on Netflix...well my afternoon is filled,0,0,1,0,0
I don't know how people can binge watch horror films ...ALONE!😓😰,0,1,0,0,0
"To all who follow me, whether we've ever talked or not hope you have a joyous life. Goodbye.",0,0,1,0,0
"@Jinath_Hyder I can't have alcohol on it, sadly, but it only flares up under very specific circumstances so I just need to be more careful",0,0,0,1,0
Way to get a hold of her 😊 #depressing,0,0,0,1,0
@ReaganBattalion That's a terrible thing to accuse Scott Baio of.,1,0,0,1,0
I want the smoky clouds of laughter to swim about you forever more..,0,0,1,0,0
This nigga doesn't even look for his real family 🙄😂 ,0,0,0,1,1
Trying to take what's lost and broken and make it right,0,0,1,1,0
Omg I'm outside making beats with garageband and some little birds  decided to chirp along （≧∇≦）,0,0,1,0,0
@Adrian_Specs Far from safe and staid I found it horribly OTT at times while everyone seemed to be trying just a little too hard. Not for me,1,1,0,0,0
"@KhoroshiySoldat --prepared.\n\n'Not as far as I know.' was her dull reply. 'There are still survivors, members from it. Like I said,-/",1,0,0,0,0
@CNNPolitics I can't wait to hear what he had to say about the brilliant Dr. Hawking... it should be rich... In the poorest of taste! #bully,1,0,0,0,0
Tomorrow is the day I cut and dye my hair! 😳  #excited,0,0,1,0,0
Pinterest one dessert... Next thing you know your pinning how to make 27 different visually pleasing mouth watering never gonna make sweets.,0,0,0,1,0
Transitioning to a new job is hard when you have nothing but joyful memories of the previous one. Thanks @LifeTeen for changing my life! ❤️,0,0,1,0,0
@fpuebla3 @Osbaldo_A lost a friend too,0,0,0,1,0
LOL I have reminders for my ex-gf's birthday approaching. Too bad she considers me acknowledging her existence an affront...,0,0,1,0,0
@homoaesthetics YESYESYES like jd is the closest cahracter that is similar to blaine!! the optimism and ability to crack tough characters,0,0,1,0,0
Pretty excited for American horror story tonight,0,1,1,0,0
This makes things easier and compact and less fiery or burdened by the weight of sexuality. One releases in the transmutation,0,0,1,0,0
she's always so insensitive whenever i grieve idgi,0,0,0,1,0
@greencapt there's something to note in the fact that the mask manufacturer produced her smiling and him frowning.,0,0,1,0,1
Inquiries into alleged abuses by UK troops in Afghanistan and Iraq and data suggesting a buoyant post-Brexit economy makes the front pages.,1,0,0,0,0
An adviser to the #European #Union’s top #court said #Hamas and the #Tamil #Tigers should be taken off the EU’s #terror list.#lka,0,1,0,0,0
You're so cute @katienolan #truelove #hilarious @GarbageTime #beautiful &amp; #graceful never heard explicits spoken with such elegance. #Mingo,0,0,1,0,0
".@REDBLACKS’ Chris Williams: 5 yards shy of joining 1,000-yard club. Bowman (1,279), Walker (1,168) &amp; Roosevelt (1,095) already there. #CFL",0,0,1,1,0
Tom Phillips being all jovial at the start of this week's show when Joe is strutting out after that video package is quite the juxtaposition,0,0,1,0,0
Feels like I lost my best friend #lost #fml #missingyou,0,0,0,1,0
I need to learn to be in one place at one time and try not to worry about everything all at once,0,1,0,0,0
i love the word fret so much and im in heaven,0,0,1,0,0
Bloods boiling,1,0,0,0,0
@cburt43 turn that frown upside down,1,0,0,1,0
"LOL! @TheFrankJLopes was just awarded the “F” bomb trophy on #AutoDealerLive, @RealMatKoenig :) #serious",0,0,1,0,0
#Matthew 25; 1-13\nCould somebody shoot a #video about it?\nIt could be 1 of those #horror videos but in the same time turning many 2 #Christ,0,1,0,0,0
Can't believe @virginmedia are putting their prices up!! They already know I'm struggling to pay my bill &amp; won't change my package!! #raging,1,0,0,0,0
"just looked at wood's goal again and i dont think his first chance is that bad a miss, horrible height hit hard and level,did well to hit it",0,1,0,0,0
